,id,name,price,price_ca,price_uk,price_au,discount,year_published,min_players,max_players,min_playtime,max_playtime,min_age,comment_count,num_user_ratings,average_user_rating,average_learning_complexity,average_strategy_complexity,visits,plays,listing_clicks,is_historical_low,players,playtime,name_lower,index
12245,xUY6WI5FRM,Trenton 1776,48.99,0.00,0.00,0.00,0.00,2015.0,2.0,2.0,60.0,120.0,13.0,0,0,0.0,0.0,0.0,0,0,0,False,2,60-120,trenton 1776,55.0
12246,iT998fupVF,Exceed: Street Fighter - Chun-Li Box,0.00,0.00,0.00,48.00,0.00,2019.0,2.0,2.0,15.0,25.0,10.0,0,4,4.0,0.0,0.0,0,0,0,False,2,15-25,exceed: street fighter - chun-li box,60.0
12247,jQLtvKWIjG,Triple Cross,19.33,0.00,0.00,0.00,0.00,2018.0,2.0,2.0,10.0,30.0,6.0,0,1,2.0,0.0,0.0,0,0,0,False,2,10-30,triple cross,61.0
12248,KpKW8FXFRc,Dork Tower,0.00,0.00,0.00,0.00,0.00,2003.0,2.0,6.0,60.0,60.0,12.0,0,6,2.8333333333333335,0.0,0.0,0,0,0,False,2-6,60,dork tower,62.0
12249,jjS3Dc1dIa,World of Warcraft: The Adventure Game – Thundershot Character Pack,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,4.0,90.0,120.0,12.0,0,2,3.0,0.0,0.0,0,0,0,False,2-4,90-120,world of warcraft: the adventure game – thundershot character pack,64.0
12250,iwCvieDHvb,Tac-Tickle,0.00,0.00,0.00,0.00,0.00,1967.0,2.0,2.0,0.0,0.0,5.0,0,0,0.0,0.0,0.0,0,0,0,False,2,,tac-tickle,67.0
12251,egXGgY02eZ,King of the Elves,34.90,0.00,0.00,0.00,0.00,1999.0,2.0,6.0,60.0,60.0,10.0,0,9,3.2222222222222228,0.0,0.0,0,0,0,False,2-6,60,king of the elves,68.0
12252,o8H8uFMtFd,BattleCON: Eliza Promo,7.99,9.95,0.00,0.00,0.00,2015.0,2.0,5.0,45.0,45.0,10.0,0,3,3.6666666666666665,0.0,0.0,0,0,0,False,2-5,45,battlecon: eliza promo,71.0
12254,lIETk3EWIA,"I, Spy",0.00,0.00,0.00,0.00,0.00,2015.0,2.0,4.0,90.0,90.0,13.0,0,7,3.9285714285714284,0.0,0.0,0,0,0,False,2-4,90,"i, spy",74.0
12255,8qdGxS5u7z,China Moon,30.99,0.00,0.00,0.00,0.00,1996.0,2.0,5.0,30.0,30.0,8.0,0,3,3.3333333333333335,0.0,0.0,0,0,0,False,2-5,30,china moon,77.0
12256,Kh0f2GxFxM,Overboard,0.00,0.00,0.00,0.00,0.00,1978.0,2.0,2.0,15.0,15.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2,15,overboard,78.0
12257,A2ddDC39AT,Kharbaga,0.00,0.00,0.00,0.00,0.00,2000.0,2.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,False,2,,kharbaga,80.0
12258,TQ87w9ydAa,Triumph of Chaos v.2 (Deluxe Edition),0.00,0.00,0.00,0.00,0.00,2019.0,2.0,2.0,180.0,600.0,16.0,0,1,4.0,0.0,0.0,0,0,0,False,2,180-600,triumph of chaos v.2 (deluxe edition),81.0
12259,8EKmar0tfa,Surakarta,0.00,0.00,0.00,0.00,0.00,2000.0,2.0,2.0,30.0,30.0,6.0,0,0,0.0,0.0,0.0,0,0,0,False,2,30,surakarta,83.0
12260,l4TJjIrBR6,WW2: Barbarossa to Berlin,0.00,0.00,0.00,67.99,0.00,2002.0,2.0,2.0,420.0,420.0,14.0,0,11,3.5,0.0,0.0,0,0,0,False,2,420,ww2: barbarossa to berlin,84.0
12261,retMA0MiTn,"The Peloponnesian War, 431-404 BC",0.00,0.00,0.00,0.00,0.00,1991.0,1.0,2.0,120.0,120.0,12.0,0,3,3.3333333333333335,0.0,0.0,0,0,0,False,1-2,120,"the peloponnesian war, 431-404 bc",85.0
12262,WH9D0DewQC,I Am Vlad: Prince Of Wallachia,42.95,0.00,0.00,0.00,0.00,2012.0,2.0,4.0,120.0,120.0,13.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,120,i am vlad: prince of wallachia,86.0
12263,NZfLQqomDa,Kings Progress,0.00,0.00,0.00,0.00,0.00,2005.0,3.0,5.0,90.0,90.0,8.0,0,1,3.0,0.0,0.0,0,0,0,False,3-5,90,kings progress,90.0
12264,laOSECdOd8,Six Degrees of Kevin Bacon,64.55,0.00,0.00,0.00,0.00,1997.0,2.0,4.0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,,six degrees of kevin bacon,93.0
12265,mkRkGysw5I,Twisty Little Passages,0.00,0.00,0.00,60.00,0.00,2019.0,1.0,0.0,30.0,60.0,12.0,0,1,4.0,0.0,0.0,0,0,0,False,,30-60,twisty little passages,94.0
12266,uFd8ueV9Lt,King Philip's War,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,2.0,90.0,180.0,12.0,0,3,3.3333333333333335,0.0,0.0,0,0,0,False,2,90-180,king philip's war,97.0
12267,s9kOXLy1ns,Box of Golf: A Classic Golf Board Game,0.00,0.00,0.00,0.00,0.00,2003.0,1.0,4.0,90.0,90.0,8.0,0,5,2.9,0.0,0.0,0,0,0,False,1-4,90,box of golf: a classic golf board game,98.0
12268,YHHXq0d3rA,DruidenWalzer,0.00,0.00,0.00,0.00,0.00,1999.0,2.0,2.0,45.0,45.0,12.0,0,4,3.125,0.0,0.0,0,0,0,False,2,45,druidenwalzer,0.0
12269,dDpDDnuvWf,The Great Dragon Race,24.99,25.99,0.00,0.00,0.00,2016.0,2.0,4.0,25.0,45.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,25-45,the great dragon race,1.0
12270,D0VvliDl88,Venus Needs Men,0.00,0.00,0.00,0.00,0.00,2006.0,2.0,6.0,90.0,90.0,12.0,0,1,3.0,0.0,0.0,0,0,0,False,2-6,90,venus needs men,2.0
12272,gM2WDKrlGA,Agents of SMERSH: All the Kickstarter Promos,124.95,0.00,0.00,0.00,0.00,2015.0,1.0,5.0,90.0,120.0,14.0,0,1,4.0,0.0,0.0,0,0,0,False,1-5,90-120,agents of smersh: all the kickstarter promos,4.0
12273,BRS6veV36F,Soldier Kings NEW Board Game,0.00,0.00,0.00,0.00,0.00,2002.0,2.0,8.0,240.0,240.0,14.0,0,4,2.75,0.0,0.0,0,0,0,False,2-8,240,soldier kings new board game,6.0
12274,0mBPUAtvao,Hex-A-Gon,39.99,0.00,0.00,0.00,0.00,2012.0,1.0,5.0,20.0,20.0,13.0,0,0,0.0,0.0,0.0,0,0,0,False,1-5,20,hex-a-gon,8.0
12276,ISQf5W0QvE,Fall of the Roman Empire,0.00,0.00,0.00,0.00,0.00,2011.0,2.0,4.0,30.0,30.0,10.0,0,1,2.0,0.0,0.0,0,0,0,False,2-4,30,fall of the roman empire,10.0
12278,NzX40gzC22,"Onward, Christian Soldiers",0.00,0.00,0.00,0.00,0.00,2006.0,1.0,7.0,300.0,300.0,12.0,0,4,3.125,0.0,0.0,0,0,0,False,1-7,300,"onward, christian soldiers",20.0
12279,yGfDJ6RgZN,Stargate SG-1,0.00,0.00,0.00,0.00,0.00,2004.0,2.0,6.0,120.0,120.0,10.0,0,1,4.0,0.0,0.0,0,0,0,False,2-6,120,stargate sg-1,21.0
12280,PY1NVBaw6C,Quivive,0.00,0.00,0.00,0.00,0.00,1998.0,2.0,5.0,20.0,20.0,8.0,0,1,4.5,0.0,0.0,0,0,0,False,2-5,20,quivive,22.0
12281,yPFIphUDxq,Outburst Bible Edition,0.00,0.00,0.00,0.00,0.00,1989.0,2.0,20.0,90.0,90.0,8.0,0,2,2.5,0.0,0.0,0,0,0,False,2-20,90,outburst bible edition,23.0
12282,HG3pBgFRsk,Crossings,0.00,0.00,0.00,0.00,0.00,1969.0,2.0,2.0,20.0,20.0,6.0,0,0,0.0,0.0,0.0,0,0,0,False,2,20,crossings,24.0
12283,Q4OjG1wvMR,World of Warcraft: The Adventure Game – Artumnis Moondream Character Pack,29.95,0.00,0.00,0.00,0.00,2008.0,2.0,4.0,90.0,120.0,12.0,0,1,3.0,0.0,0.0,0,0,0,False,2-4,90-120,world of warcraft: the adventure game – artumnis moondream character pack,29.0
12284,OCDAMmQtCV,Cthulhu in the House,10.00,0.00,0.00,0.00,0.00,2016.0,3.0,6.0,10.0,20.0,14.0,0,2,2.5,0.0,0.0,0,0,0,False,3-6,10-20,cthulhu in the house,30.0
12285,ikdXFcUy9t,Vultures & Crows,0.00,0.00,0.00,0.00,0.00,2000.0,2.0,2.0,0.0,0.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2,,vultures & crows,33.0
12286,PmkOzI8tlF,Prophecy: Water Realm,34.99,0.00,0.00,0.00,0.00,2006.0,2.0,5.0,180.0,180.0,10.0,0,3,3.6666666666666665,0.0,0.0,0,0,0,False,2-5,180,prophecy: water realm,35.0
12287,xGSJy5bhEr,The '45,36.00,0.00,0.00,0.00,0.00,1995.0,2.0,2.0,240.0,240.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2,240,the '45,39.0
12288,mBkxzMS2d9,World of Warcraft: The Adventure Game – Zowka Shattertusk   Character Pack,49.95,0.00,0.00,0.00,0.00,2008.0,2.0,4.0,90.0,120.0,12.0,0,2,3.5,0.0,0.0,0,0,0,False,2-4,90-120,world of warcraft: the adventure game – zowka shattertusk   character pack,40.0
12289,rWg8ecltCI,Battlecars,0.00,0.00,0.00,0.00,0.00,1983.0,2.0,4.0,90.0,90.0,12.0,0,1,3.0,0.0,0.0,0,0,0,False,2-4,90,battlecars,42.0
12290,BjEHvvsQiv,Serpent Stones,12.49,29.95,0.00,0.00,0.00,2013.0,2.0,2.0,30.0,30.0,8.0,0,1,3.0,0.0,0.0,0,0,0,False,2,30,serpent stones,45.0
12293,ap0b5WIfIl,The Six Million Dollar Man,0.00,0.00,0.00,0.00,0.00,1975.0,2.0,4.0,45.0,45.0,7.0,0,4,1.75,0.0,0.0,0,0,0,False,2-4,45,the six million dollar man,50.0
12294,hK8s7g1Tbs,Ringgeister,0.00,0.00,0.00,0.00,0.00,1992.0,2.0,4.0,120.0,120.0,10.0,0,1,3.0,0.0,0.0,0,0,0,False,2-4,120,ringgeister,53.0
12295,xrPFt6zrnc,The Pacific War: From Pearl Harbor to Philippine Sea,0.00,0.00,0.00,0.00,0.00,2014.0,1.0,2.0,120.0,120.0,15.0,0,0,0.0,0.0,0.0,0,0,0,False,1-2,120,the pacific war: from pearl harbor to philippine sea,54.0
12296,6BFhW7CWmd,VI Against Rome,0.00,0.00,0.00,0.00,0.00,1994.0,2.0,2.0,120.0,120.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2,120,vi against rome,56.0
12297,NCbnSPkv2L,Arkham Horror: Penny Arcade Characters,0.00,0.00,0.00,0.00,0.00,2009.0,1.0,8.0,180.0,180.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,1-8,180,arkham horror: penny arcade characters,60.0
12298,vifowBI6lA,Khet 2.0: Eye of Horus Beam Splitter,0.00,0.00,0.00,0.00,0.00,2011.0,2.0,2.0,20.0,20.0,9.0,0,1,3.5,0.0,0.0,0,0,0,False,2,20,khet 2.0: eye of horus beam splitter,62.0
12299,DFUBrRazBT,Royal Masquerade,0.00,0.00,0.00,0.00,0.00,1999.0,2.0,5.0,30.0,30.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-5,30,royal masquerade,63.0
12300,o3kG5wTBTA,Famous Fairways: The World's Smallest Golf Game,6.99,0.00,0.00,0.00,0.00,2012.0,2.0,2.0,30.0,30.0,13.0,0,1,3.0,0.0,0.0,0,0,0,False,2,30,famous fairways: the world's smallest golf game,64.0
12301,XISA42FUke,Tokaido: Eriku,0.00,0.00,0.00,0.00,0.00,2013.0,2.0,5.0,45.0,45.0,8.0,0,4,3.75,0.0,0.0,0,0,0,False,2-5,45,tokaido: eriku,72.0
12302,edon7vIjTS,ZombieTown,50.74,0.00,0.00,0.00,0.00,2007.0,3.0,6.0,60.0,60.0,12.0,0,3,2.3333333333333335,0.0,0.0,0,0,0,False,3-6,60,zombietown,75.0
12303,dQ46yw3hgn,Amber Route,0.00,0.00,0.00,0.00,0.00,2014.0,2.0,4.0,60.0,60.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,60,amber route,76.0
12304,KEVAAOBRyU,Revenge of the Dictators,0.00,47.95,34.81,0.00,0.00,2016.0,2.0,5.0,45.0,105.0,13.0,0,0,0.0,0.0,0.0,0,0,0,False,2-5,45-105,revenge of the dictators,77.0
12305,D54Yc5lZpL,Arkham Horror: Arkham Nights 2010 Promotional Ancient One Cards,0.00,0.00,0.00,0.00,0.00,2010.0,1.0,8.0,240.0,240.0,12.0,0,2,3.0,0.0,0.0,0,0,0,False,1-8,240,arkham horror: arkham nights 2010 promotional ancient one cards,80.0
12306,IzQQwjwdEU,Supply Lines of the American Revolution: The Southern Strategy,0.00,0.00,0.00,0.00,0.00,2018.0,2.0,2.0,120.0,120.0,0.0,0,1,3.5,0.0,0.0,0,0,0,False,2,120,supply lines of the american revolution: the southern strategy,85.0
12307,avEvvRxKMe,The Late Unpleasantness,0.00,0.00,75.54,0.00,0.00,2019.0,2.0,2.0,120.0,240.0,13.0,0,1,3.5,0.0,0.0,0,0,0,False,2,120-240,the late unpleasantness,86.0
12308,LMxJGAjfli,The London Game,80.57,0.00,0.00,0.00,0.00,1972.0,2.0,6.0,30.0,30.0,7.0,0,2,2.5,0.0,0.0,0,0,0,False,2-6,30,the london game,87.0
12309,nIsiposkFN,Uncle Chestnut's Table Gype,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,4.0,30.0,30.0,8.0,0,3,2.3333333333333335,0.0,0.0,0,0,0,False,2-4,30,uncle chestnut's table gype,88.0
12310,choaxwiw7k,Arkham Horror: The Dunwich Horror (Herald),0.00,0.00,0.00,0.00,0.00,2006.0,1.0,8.0,180.0,180.0,12.0,0,3,3.3333333333333335,0.0,0.0,0,0,0,False,1-8,180,arkham horror: the dunwich horror (herald),89.0
12311,0cVkQUHnXF,Axis & Allies Air Force Miniatures: Angels 20 - Two-Player Starter Set,0.00,318.50,0.00,0.00,0.00,2012.0,2.0,6.0,30.0,30.0,12.0,0,5,3.1,0.0,0.0,0,0,0,False,2-6,30,axis & allies air force miniatures: angels 20 - two-player starter set,92.0
12312,AL1x1jD2wB,Arkham Horror: The Dark Pharaoh (Herald),0.00,0.00,0.00,0.00,0.00,2006.0,1.0,8.0,180.0,180.0,12.0,0,3,3.6666666666666665,0.0,0.0,0,0,0,False,1-8,180,arkham horror: the dark pharaoh (herald),93.0
12313,pqAAwMdC2e,Pegs and Jokers,89.99,0.00,0.00,0.00,0.00,1975.0,2.0,8.0,30.0,30.0,7.0,0,2,3.5,0.0,0.0,0,0,0,False,2-8,30,pegs and jokers,95.0
12314,J9cArJoP9P,Arkham Horror: Arkham Nights 2011 Promotional Ancient One Card,0.00,0.00,0.00,0.00,0.00,2011.0,1.0,8.0,240.0,240.0,12.0,0,2,3.0,0.0,0.0,0,0,0,False,1-8,240,arkham horror: arkham nights 2011 promotional ancient one card,97.0
12315,kAyePvb53V,Tears of the Dragon,0.00,0.00,0.00,0.00,0.00,2003.0,2.0,2.0,120.0,120.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2,120,tears of the dragon,99.0
12316,8Dxd2aNmLv,Safetyville,0.00,0.00,0.00,0.00,0.00,2003.0,2.0,4.0,0.0,0.0,3.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,,safetyville,1.0
12317,xXjvy0m9KW,Dungeon Fighter: Ser Geek Bonus Card,0.00,0.00,0.00,0.00,0.00,2012.0,1.0,6.0,45.0,45.0,10.0,0,1,4.0,0.0,0.0,0,0,0,False,1-6,45,dungeon fighter: ser geek bonus card,3.0
12318,CJTGVa1fGr,Die Kullerbande,0.00,0.00,0.00,0.00,0.00,2006.0,2.0,8.0,15.0,15.0,5.0,0,0,0.0,0.0,0.0,0,0,0,False,2-8,15,die kullerbande,7.0
12319,7IGvv0j8Y9,"Hawaii, 1795: Kamehameha's War of Unification",14.95,0.00,0.00,0.00,0.00,2019.0,2.0,2.0,60.0,90.0,0.0,0,0,0.0,0.0,0.0,0,0,0,False,2,60-90,"hawaii, 1795: kamehameha's war of unification",8.0
12320,XGry7mprwg,Dungeon Fighter: Sir Dummy / The Hooded Hero,0.00,0.00,0.00,0.00,0.00,2014.0,1.0,6.0,45.0,45.0,14.0,0,1,4.0,0.0,0.0,0,0,0,False,1-6,45,dungeon fighter: sir dummy / the hooded hero,11.0
12321,WP8otEV47w,Terminator Genisys: The Miniatures Game – The War Against The Machine,0.00,109.99,0.00,0.00,0.00,2015.0,2.0,2.0,30.0,60.0,0.0,0,0,0.0,0.0,0.0,0,0,0,False,2,30-60,terminator genisys: the miniatures game – the war against the machine,12.0
12322,cAl9UGCOYE,BattleCON: Bruce Lee Promo,0.00,0.00,0.00,0.00,0.00,2015.0,2.0,5.0,45.0,45.0,10.0,0,3,3.6666666666666665,0.0,0.0,0,0,0,False,2-5,45,battlecon: bruce lee promo,13.0
12323,EPdtw2CF33,Corona de Hierro,0.00,0.00,0.00,0.00,0.00,2017.0,3.0,5.0,45.0,60.0,15.0,0,2,3.0,0.0,0.0,0,0,0,False,3-5,45-60,corona de hierro,14.0
12324,g7DUT44GK0,Arkham Horror: Oliver Grayson (Ally),0.00,0.00,0.00,0.00,0.00,2011.0,1.0,8.0,240.0,240.0,,0,3,2.6666666666666665,0.0,0.0,0,0,0,False,1-8,240,arkham horror: oliver grayson (ally),16.0
12325,YTUK7dX2ke,Frostgrave: Ulterior Motives,22.58,0.00,9.97,0.00,0.00,,2.0,8.0,60.0,120.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2-8,60-120,frostgrave: ulterior motives,17.0
12326,zCGzB7QFtz,The Card Game of Oz,0.00,0.00,0.00,0.00,0.00,2014.0,1.0,4.0,20.0,20.0,14.0,0,2,3.0,0.0,0.0,0,0,0,False,1-4,20,the card game of oz,18.0
12327,OVEaO3DJYk,Argonauts: Wrath of Gods Mini Expansion,0.00,0.00,0.00,0.00,0.00,2015.0,1.0,4.0,45.0,60.0,10.0,0,2,3.0,0.0,0.0,0,0,0,False,1-4,45-60,argonauts: wrath of gods mini expansion,22.0
12328,lyFC918GhU,Harpoon,0.00,0.00,0.00,0.00,0.00,1981.0,2.0,2.0,180.0,180.0,12.0,0,3,2.6666666666666665,0.0,0.0,0,0,0,False,2,180,harpoon,23.0
12329,d0qez5ZDmn,Calico Critters Surprise Party Game,0.00,0.00,0.00,0.00,0.00,2008.0,2.0,4.0,15.0,0.0,4.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,,calico critters surprise party game,25.0
12330,5jqdAVMrvP,unPerfect Heroes: Battle Lines,24.95,0.00,0.00,0.00,0.00,2020.0,2.0,99.0,5.0,20.0,14.0,0,0,0.0,0.0,0.0,0,0,0,False,2-99,5-20,unperfect heroes: battle lines,26.0
12331,i7Xb1vAGe6,The Great Migration,0.00,0.00,0.00,0.00,0.00,2007.0,3.0,5.0,60.0,60.0,0.0,0,2,3.5,0.0,0.0,0,0,0,False,3-5,60,the great migration,27.0
12332,t7GgZrNGYd,The Game of Life: Twists & Turns,134.49,0.00,0.00,0.00,0.00,2007.0,2.0,4.0,60.0,60.0,9.0,0,4,2.75,0.0,0.0,0,0,0,False,2-4,60,the game of life: twists & turns,28.0
12333,DQmoqK1CMk,Oware,24.95,0.00,0.00,0.00,0.00,550.0,2.0,2.0,20.0,20.0,10.0,0,6,2.75,0.0,0.0,0,0,0,False,2,20,oware,30.0
12334,XBAucYnuK1,World of Warcraft: The Adventure Game – Shailara Witherblade Character Pack,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,4.0,90.0,120.0,12.0,0,1,3.0,0.0,0.0,0,0,0,False,2-4,90-120,world of warcraft: the adventure game – shailara witherblade character pack,33.0
12335,qb5MJRxlPb,James Bond Secret Agent 007 Game,0.00,0.00,0.00,0.00,0.00,1964.0,2.0,4.0,45.0,45.0,8.0,0,1,4.0,0.0,0.0,0,0,0,False,2-4,45,james bond secret agent 007 game,34.0
12336,TO1ROZ09TE,Flames of War: The World War II Miniatures Game,0.00,0.00,0.00,0.00,0.00,2002.0,2.0,2.0,120.0,120.0,14.0,0,1,2.0,0.0,0.0,0,0,0,False,2,120,flames of war: the world war ii miniatures game,35.0
12337,4sMTIv6XYO,Troke,0.00,0.00,0.00,0.00,0.00,1956.0,2.0,4.0,30.0,30.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,30,troke,36.0
12338,JIz8e8kNAS,"Dungeon Fighter: Marielle, the Mermaid",0.00,0.00,0.00,0.00,0.00,2013.0,1.0,6.0,45.0,45.0,,0,0,0.0,0.0,0.0,0,0,0,False,1-6,45,"dungeon fighter: marielle, the mermaid",40.0
12339,Vguux8djR1,Omega Jump,0.00,0.00,0.00,0.00,0.00,2019.0,2.0,4.0,15.0,15.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,15,omega jump,41.0
12340,3cDyC2jWcb,Bohn Hansa: Die Städtemehrheiten,0.00,0.00,0.00,0.00,0.00,2004.0,3.0,5.0,90.0,90.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,3-5,90,bohn hansa: die städtemehrheiten,43.0
12342,HUjaa15SV8,Dungeon Fighter: Bonus Cards,0.00,0.00,0.00,0.00,0.00,2011.0,1.0,6.0,,,,0,0,0.0,0.0,0.0,0,0,0,False,1-6,,dungeon fighter: bonus cards,47.0
12343,rc4xGiAMrc,Hagbards plundringsresa,0.00,0.00,0.00,0.00,0.00,1990.0,2.0,6.0,60.0,60.0,8.0,0,2,2.0,0.0,0.0,0,0,0,False,2-6,60,hagbards plundringsresa,48.0
12344,I62tKA7ujg,Blood on the Ohio: The Northwest Indian War 1789-1794,74.95,0.00,0.00,99.99,0.00,2018.0,2.0,2.0,120.0,180.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2,120-180,blood on the ohio: the northwest indian war 1789-1794,53.0
12345,RrM7fxtcWm,BattleCON: Takeshi Kamikaze Promo,7.99,8.95,0.00,0.00,0.00,2015.0,2.0,5.0,45.0,45.0,10.0,0,3,3.6666666666666665,0.0,0.0,0,0,0,False,2-5,45,battlecon: takeshi kamikaze promo,54.0
12346,Y6iW0mmmrn,Washington in-a-box,0.00,0.00,0.00,0.00,0.00,1997.0,2.0,6.0,90.0,90.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-6,90,washington in-a-box,55.0
12347,jeaj2oNCId,Pikemen,0.00,0.00,0.00,0.00,0.00,1997.0,2.0,4.0,15.0,15.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,15,pikemen,57.0
12348,gljrVuSOI5,Nya Finans,0.00,0.00,0.00,0.00,0.00,2000.0,2.0,6.0,90.0,90.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-6,90,nya finans,58.0
12349,O4hqrc1aRi,Rome & Carthage,0.00,0.00,0.00,0.00,0.00,1954.0,2.0,4.0,60.0,60.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,60,rome & carthage,60.0
12350,YyMMiAibEP,BattleCON: Evil Hikaru Promo Card,7.99,9.95,0.00,0.00,0.00,2015.0,2.0,5.0,45.0,45.0,10.0,0,2,3.5,0.0,0.0,0,0,0,False,2-5,45,battlecon: evil hikaru promo card,61.0
12351,uNQG0lmsUN,Twin Win,0.00,0.00,0.00,0.00,0.00,2007.0,2.0,3.0,15.0,15.0,0.0,0,1,2.0,0.0,0.0,0,0,0,False,2-3,15,twin win,63.0
12352,4vVOFyBhcl,Camp Wanagi,0.00,0.00,0.00,0.00,0.00,2002.0,2.0,8.0,60.0,60.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2-8,60,camp wanagi,65.0
12353,FJKFH53AQi,Charlie's Year,0.00,0.00,0.00,0.00,0.00,2004.0,2.0,2.0,0.0,0.0,12.0,0,0,0.0,0.0,0.0,0,0,0,False,2,,charlie's year,67.0
12354,zB81BhNWgm,World of Warcraft: The Adventure Game – Wennu Bloodsinger Character Pack,0.00,0.00,0.00,0.00,0.00,2009.0,2.0,4.0,90.0,120.0,12.0,0,1,3.0,0.0,0.0,0,0,0,False,2-4,90-120,world of warcraft: the adventure game – wennu bloodsinger character pack,69.0
12355,AT7yu6FhMU,Shrieks & Creaks,0.00,0.00,0.00,0.00,0.00,1988.0,2.0,4.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,,shrieks & creaks,71.0
12356,gIfeIwCKxA,Ulanga,11.99,0.00,0.00,0.00,0.00,2019.0,2.0,4.0,20.0,40.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,20-40,ulanga,72.0
12357,RwY0OxOWVP,Tschu-Tschu,0.00,0.00,0.00,0.00,0.00,1999.0,1.0,2.0,10.0,10.0,2.0,0,1,3.0,0.0,0.0,0,0,0,False,1-2,10,tschu-tschu,76.0
12358,7hLBMgZgen,Keltis Das Mini-Spiel,0.00,0.00,0.00,0.00,0.00,2010.0,2.0,2.0,15.0,15.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2,15,keltis das mini-spiel,78.0
12359,DipihkLIq9,Arkham Horror: Dance of the Damned (Mythos),0.00,0.00,0.00,0.00,0.00,2011.0,1.0,8.0,,,,0,2,2.5,0.0,0.0,0,0,0,False,1-8,,arkham horror: dance of the damned (mythos),79.0
12360,MDdA7nte5g,Dungeon Fighter: Elder Dragon,0.00,0.00,0.00,0.00,0.00,2017.0,1.0,6.0,45.0,45.0,,0,0,0.0,0.0,0.0,0,0,0,False,1-6,45,dungeon fighter: elder dragon,83.0
12361,qedXsZNtVj,Queen's Guard,0.00,0.00,0.00,0.00,0.00,1843.0,2.0,2.0,30.0,30.0,9.0,0,1,2.0,0.0,0.0,0,0,0,False,2,30,queen's guard,85.0
12363,BN3IXDoI4b,Pirates' Blast,0.00,0.00,0.00,0.00,0.00,2007.0,2.0,2.0,10.0,10.0,5.0,0,0,0.0,0.0,0.0,0,0,0,False,2,10,pirates' blast,91.0
12364,NgzbVFEkYp,Zaroc,0.00,0.00,0.00,0.00,0.00,2003.0,2.0,2.0,10.0,10.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2,10,zaroc,94.0
12365,VKDgy39AA1,Malawi,0.00,0.00,0.00,0.00,0.00,1986.0,2.0,2.0,20.0,20.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2,20,malawi,96.0
12366,uaw895ulDY,Appalachian Trail Game: Backpacking Edition,0.00,0.00,0.00,0.00,0.00,2014.0,2.0,4.0,30.0,45.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-4,30-45,appalachian trail game: backpacking edition,97.0
12367,gVBmdPNBHx,Junkyard Derby,0.00,49.99,0.00,0.00,0.00,2018.0,2.0,6.0,30.0,45.0,8.0,0,0,0.0,0.0,0.0,0,0,0,False,2-6,30-45,junkyard derby,98.0
12368,I88vyyJitL,Police Precinct: Crooked Lawyers,0.00,0.00,0.00,0.00,0.00,2015.0,1.0,6.0,90.0,120.0,13.0,0,1,2.585,0.0,0.0,0,0,0,False,1-6,90-120,police precinct: crooked lawyers,0.0
12369,RDRmZCxz3E,The 15 Greatest Board Games in the World,0.00,0.00,0.00,0.00,0.00,2008.0,1.0,5.0,0.0,0.0,7.0,0,1,3.0,0.0,0.0,0,0,0,False,1-5,,the 15 greatest board games in the world,1.0
12371,NMCUh6LoES,Hextris,0.00,0.00,0.00,0.00,0.00,2005.0,2.0,3.0,15.0,15.0,10.0,0,0,0.0,0.0,0.0,0,0,0,False,2-3,15,hextris,5.0
